id,description,md5,foxdog,hexdigits,lorem,punctuation,zebra
2475,removes all vowels from the string then make every other character in the string uppercase then add the word apples after every word in the string then remove all instances of the letter e from the string,b227312f6bed1434d706ce5d04f451cf,Th appls qCk appls bRwN appls Fx appls jMpS appls Vr appls LzY appls Dg! appls,0123456789BcDfBCDF appls,"LrM appls PsM appls DlR appls St appls mT, appls cNsCtTr appls dPsCnG appls Lt, appls Sd appls d appls sMd appls tMpR appls NcDdNt appls t appls lBr appls t appls dLr appls mGn appls lQ. appls t appls nM appls D appls MnM appls VnM, appls qS appls NsTrD appls XrCtTn appls lLmC appls LbRs appls nS appls T appls LqP appls X appls cMmD appls CnSqT. appls DS appls T appls Rr appls dLr appls n appls rPrHnDrT appls N appls VlPtT appls VlT appls Ss appls cLlM appls DlR appls fGt appls nLl appls pRtR. appls xCpTr appls sNt appls cCcT appls CpDtT appls Nn appls pRdNt, appls SnT appls N appls ClP appls Q appls FfC appls DsRnT appls MlLt appls nM appls D appls St appls lBrM? appls","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ appls",Hw appls qCkLy appls dFt appls jMpNg appls zBrS appls Vx! appls
2476,removes all vowels from the string then make every other character in the string uppercase then add the word apples after every word in the string then replace all spaces with exclamation points in the string,51c0608555df3b662fbd164ad592ec83,Th!apples!qCk!apples!bRwN!apples!Fx!apples!jMpS!apples!Vr!apples!LzY!apples!Dg!!apples,0123456789BcDfBCDF!apples,"LrM!apples!PsM!apples!DlR!apples!St!apples!mT,!apples!cNsCtTr!apples!dPsCnG!apples!Lt,!apples!Sd!apples!d!apples!sMd!apples!tMpR!apples!NcDdNt!apples!t!apples!lBr!apples!t!apples!dLr!apples!mGn!apples!lQ.!apples!t!apples!nM!apples!D!apples!MnM!apples!VnM,!apples!qS!apples!NsTrD!apples!XrCtTn!apples!lLmC!apples!LbRs!apples!nS!apples!T!apples!LqP!apples!X!apples!cMmD!apples!CnSqT.!apples!DS!apples!T!apples!Rr!apples!dLr!apples!n!apples!rPrHnDrT!apples!N!apples!VlPtT!apples!VlT!apples!Ss!apples!cLlM!apples!DlR!apples!fGt!apples!nLl!apples!pRtR.!apples!xCpTr!apples!sNt!apples!cCcT!apples!CpDtT!apples!Nn!apples!pRdNt,!apples!SnT!apples!N!apples!ClP!apples!Q!apples!FfC!apples!DsRnT!apples!MlLt!apples!nM!apples!D!apples!St!apples!lBrM?!apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~!apples",Hw!apples!qCkLy!apples!dFt!apples!jMpNg!apples!zBrS!apples!Vx!!apples
2477,removes all vowels from the string then make every other character in the string uppercase then add the word apples after every word in the string then remove the first and last two characters of the string,001c6501904291c8cd98c1469b6af0e3, apples qCk apples bRwN apples Fx apples jMpS apples Vr apples LzY apples Dg! appl,23456789BcDfBCDF appl,"M apples PsM apples DlR apples St apples mT, apples cNsCtTr apples dPsCnG apples Lt, apples Sd apples d apples sMd apples tMpR apples NcDdNt apples t apples lBr apples t apples dLr apples mGn apples lQ. apples t apples nM apples D apples MnM apples VnM, apples qS apples NsTrD apples XrCtTn apples lLmC apples LbRs apples nS apples T apples LqP apples X apples cMmD apples CnSqT. apples DS apples T apples Rr apples dLr apples n apples rPrHnDrT apples N apples VlPtT apples VlT apples Ss apples cLlM apples DlR apples fGt apples nLl apples pRtR. apples xCpTr apples sNt apples cCcT apples CpDtT apples Nn apples pRdNt, apples SnT apples N apples ClP apples Q apples FfC apples DsRnT apples MlLt apples nM apples D apples St apples lBrM? appl","#$%&'()*+,-./:;<=>?@[\]^_`{|}~ appl", apples qCkLy apples dFt apples jMpNg apples zBrS apples Vx! appl
2478,removes all vowels from the string then make every other character in the string uppercase then add the word apples after every word in the string then remove every third character from the string,a87aa3f516980c985fda80ea7fc81400,h ppesqC apls Rw apls x ppesjMS ppesVraple LY ppesDg apls,124578BcfBDFaple,"rMaple PM ppesDl apls t ppesmT apls NstT apls PsnGaple L, ppesSdaple daple sd ppestMR ppesNcdN apls  apls Braple taple dr ppesmG apls Q.aple taple n apls  apls nMaple VM,aple q apls sTD ppesXrtT apls Lm apls bR apls S ppesT ppesLq apls  apls Mm apls nST.aple D apls  apls r ppesdL apls  apls PrnDT ppesN ppesVltTaple VT ppesSsaple clMaple DR ppesfG apls Llaple ptR apls Cpr ppessN apls Cc apls pDT ppesNnaple pdN, ppesSn apls  apls lPaple Qaple FC ppesDsnTaple MLtaple n apls  apls t ppeslBM?aple","""#%&()+,./;<>?[\^_{|~ ppes",w ppesqCLyaple dt ppesjMNgaple zrSaple V! ppes
2479,"removes all vowels from the string then make every other character in the string uppercase then add the word apples after every word in the string then drop the last half of the string, as computed by characters",917ed7cd29521a3b0c7f7ce3c2481436,Th apples qCk apples bRwN apples Fx apples ,0123456789Bc,"LrM apples PsM apples DlR apples St apples mT, apples cNsCtTr apples dPsCnG apples Lt, apples Sd apples d apples sMd apples tMpR apples NcDdNt apples t apples lBr apples t apples dLr apples mGn apples lQ. apples t apples nM apples D apples MnM apples VnM, apples qS apples NsTrD apples XrCtTn apples lLmC apples LbRs apples nS apples T apples LqP apples X apples cMmD appl","!""#$%&'()*+,-./:;<=",Hw apples qCkLy apples dFt apples 
2480,removes all vowels from the string then make every other character in the string uppercase then add the word apples after every word in the string then replace spaces with triple spaces,5d536b8cc9a622f2d5b15f2af7601209,Th   apples   qCk   apples   bRwN   apples   Fx   apples   jMpS   apples   Vr   apples   LzY   apples   Dg!   apples,0123456789BcDfBCDF   apples,"LrM   apples   PsM   apples   DlR   apples   St   apples   mT,   apples   cNsCtTr   apples   dPsCnG   apples   Lt,   apples   Sd   apples   d   apples   sMd   apples   tMpR   apples   NcDdNt   apples   t   apples   lBr   apples   t   apples   dLr   apples   mGn   apples   lQ.   apples   t   apples   nM   apples   D   apples   MnM   apples   VnM,   apples   qS   apples   NsTrD   apples   XrCtTn   apples   lLmC   apples   LbRs   apples   nS   apples   T   apples   LqP   apples   X   apples   cMmD   apples   CnSqT.   apples   DS   apples   T   apples   Rr   apples   dLr   apples   n   apples   rPrHnDrT   apples   N   apples   VlPtT   apples   VlT   apples   Ss   apples   cLlM   apples   DlR   apples   fGt   apples   nLl   apples   pRtR.   apples   xCpTr   apples   sNt   apples   cCcT   apples   CpDtT   apples   Nn   apples   pRdNt,   apples   SnT   apples   N   apples   ClP   apples   Q   apples   FfC   apples   DsRnT   apples   MlLt   apples   nM   apples   D   apples   St   apples   lBrM?   apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~   apples",Hw   apples   qCkLy   apples   dFt   apples   jMpNg   apples   zBrS   apples   Vx!   apples
2481,removes all vowels from the string then make every other character in the string uppercase then add the word apples after every word in the string then reverse the order of words in the string,c1a21da14700f9be4d390e21b6fa45ba,apples Dg! apples LzY apples Vr apples jMpS apples Fx apples bRwN apples qCk apples Th,apples 0123456789BcDfBCDF,"apples lBrM? apples St apples D apples nM apples MlLt apples DsRnT apples FfC apples Q apples ClP apples N apples SnT apples pRdNt, apples Nn apples CpDtT apples cCcT apples sNt apples xCpTr apples pRtR. apples nLl apples fGt apples DlR apples cLlM apples Ss apples VlT apples VlPtT apples N apples rPrHnDrT apples n apples dLr apples Rr apples T apples DS apples CnSqT. apples cMmD apples X apples LqP apples T apples nS apples LbRs apples lLmC apples XrCtTn apples NsTrD apples qS apples VnM, apples MnM apples D apples nM apples t apples lQ. apples mGn apples dLr apples t apples lBr apples t apples NcDdNt apples tMpR apples sMd apples d apples Sd apples Lt, apples dPsCnG apples cNsCtTr apples mT, apples St apples DlR apples PsM apples LrM","apples !""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",apples Vx! apples zBrS apples jMpNg apples dFt apples qCkLy apples Hw
2482,"removes all vowels from the string then make every other character in the string uppercase then add the word apples after every word in the string then drop the first half of the string, as computed by number of words",4a87b1e6c1d66d48271a5760c6774e7f,jMpS apples Vr apples LzY apples Dg! apples,apples,"apples CnSqT. apples DS apples T apples Rr apples dLr apples n apples rPrHnDrT apples N apples VlPtT apples VlT apples Ss apples cLlM apples DlR apples fGt apples nLl apples pRtR. apples xCpTr apples sNt apples cCcT apples CpDtT apples Nn apples pRdNt, apples SnT apples N apples ClP apples Q apples FfC apples DsRnT apples MlLt apples nM apples D apples St apples lBrM? apples",apples,jMpNg apples zBrS apples Vx! apples
2483,"removes all vowels from the string then make every other character in the string uppercase then add the word apples after every word in the string then delete all excamation points, question marks, and periods from the string",b451028a498d71f7421ee7806c661286,Th apples qCk apples bRwN apples Fx apples jMpS apples Vr apples LzY apples Dg apples,0123456789BcDfBCDF apples,"LrM apples PsM apples DlR apples St apples mT, apples cNsCtTr apples dPsCnG apples Lt, apples Sd apples d apples sMd apples tMpR apples NcDdNt apples t apples lBr apples t apples dLr apples mGn apples lQ apples t apples nM apples D apples MnM apples VnM, apples qS apples NsTrD apples XrCtTn apples lLmC apples LbRs apples nS apples T apples LqP apples X apples cMmD apples CnSqT apples DS apples T apples Rr apples dLr apples n apples rPrHnDrT apples N apples VlPtT apples VlT apples Ss apples cLlM apples DlR apples fGt apples nLl apples pRtR apples xCpTr apples sNt apples cCcT apples CpDtT apples Nn apples pRdNt, apples SnT apples N apples ClP apples Q apples FfC apples DsRnT apples MlLt apples nM apples D apples St apples lBrM apples","""#$%&'()*+,-/:;<=>@[\]^_`{|}~ apples",Hw apples qCkLy apples dFt apples jMpNg apples zBrS apples Vx apples
2484,"removes all vowels from the string then make every other character in the string uppercase then delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string",f20f18d5971b548cc4dd6fbed906e70b,Th!qCk!bRwN!Fx!jMpS!Vr!!LzY!Dg,0123456789BcDfBCDF,"LrM!PsM!DlR!St!mT,!cNsCtTr!dPsCnG!Lt,!Sd!d!sMd!tMpR!NcDdNt!t!lBr!t!dLr!mGn!lQ!t!nM!D!MnM!VnM,!qS!NsTrD!XrCtTn!lLmC!LbRs!nS!T!LqP!X!!cMmD!CnSqT!DS!T!Rr!dLr!n!rPrHnDrT!N!VlPtT!VlT!Ss!cLlM!DlR!!fGt!nLl!pRtR!xCpTr!sNt!cCcT!CpDtT!Nn!pRdNt,!SnT!N!ClP!Q!FfC!DsRnT!MlLt!nM!D!St!lBrM","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",Hw!qCkLy!dFt!jMpNg!zBrS!Vx
2485,"removes all vowels from the string then make every other character in the string uppercase then delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string",d72946f864831572abd451336c58d67d, qCk bRwN Fx jMpS Vr  LzY ,23456789BcDfBC,"M PsM DlR St mT, cNsCtTr dPsCnG Lt, Sd d sMd tMpR NcDdNt t lBr t dLr mGn lQ t nM D MnM VnM, qS NsTrD XrCtTn lLmC LbRs nS T LqP X  cMmD CnSqT DS T Rr dLr n rPrHnDrT N VlPtT VlT Ss cLlM DlR  fGt nLl pRtR xCpTr sNt cCcT CpDtT Nn pRdNt, SnT N ClP Q FfC DsRnT MlLt nM D St lB","$%&'()*+,-/:;<=>@[\]^_`{|", qCkLy dFt jMpNg zBrS 
2486,"removes all vowels from the string then make every other character in the string uppercase then delete all excamation points, question marks, and periods from the string then remove every third character from the string",23bcca8490cf7419d3d56e516fa895ab,h CkbRN x Mp V  zYDg,124578BcfBDF,"rMPs DR t T,cNCtr PsnGLt S dsM tpRNcdN tlB tdL mn Q  n DMn VM,qSNsrDXrtT lmCLbs S  LP   Mm CSq D TRrdL nrPHnrTN lPT lTSscLM lR ft LlpRR Cpr NtcCT pDT n Rdt,Sn NCl QFf DRn MLtnMD t Br","#$&')*,-:;=>[\^_{|~",w Cky FtjMNgzBS x
2487,"removes all vowels from the string then make every other character in the string uppercase then delete all excamation points, question marks, and periods from the string then drop the last half of the string, as computed by characters",562e2e491c806745eb470b94b0b39ea3,Th qCk bRwN Fx ,012345678,"LrM PsM DlR St mT, cNsCtTr dPsCnG Lt, Sd d sMd tMpR NcDdNt t lBr t dLr mGn lQ t nM D MnM VnM, qS NsTrD XrCtTn lLmC LbRs nS T LqP X  cMmD ","""#$%&'()*+,-/:",Hw qCkLy dFt 
2488,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string then remove the first and last two characters of the string",91f18cbf5fd1430ed5035345150f7e0d,!qck!brwn!fx!jmps!vr!!lzy!,23456789bcdfBC,"m!psm!dlr!st!mt,!cnscttr!dpscng!lt,!sd!d!smd!tmpr!ncddnt!t!lbr!t!dlr!mgn!lq!t!nm!d!mnm!vnm,!qs!nstrd!xrcttn!llmc!lbrs!ns!t!lqp!x!!cmmd!cnsqt!Ds!t!rr!dlr!n!rprhndrt!n!vlptt!vlt!ss!cllm!dlr!!fgt!nll!prtr!xcptr!snt!ccct!cpdtt!nn!prdnt,!snt!n!clp!q!ffc!dsrnt!mllt!nm!d!st!lb","$%&'()*+,-/:;<=>@[\]^_`{|",!qckly!dft!jmpng!zbrs!
2489,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string then remove every third character from the string",16477e13376eca770de6cf20dd978a62,h!ckbrn!x!mp!v!!zydg,124578bcfBDF,"rmps!dr!t!t,cnctr!psnglt!s!dsm!tprncdn!tlb!tdl!mn!q!!n!dmn!vm,qsnsrdxrtt!lmclbs!s!!lp!!!mm!csq!D!trrdl!nrphnrtn!lpt!ltssclm!lr!ft!llprr!cpr!ntcct!pdt!n!rdt,sn!ncl!qff!drn!mltnmd!t!br","#$&')*,-:;=>[\^_{|~",w!cky!ftjmngzbs!x
2490,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string then drop the last half of the string, as computed by characters",4eee5093ba72a0112979f315f7d2297e,Th!qck!brwn!fx!,012345678,"Lrm!psm!dlr!st!mt,!cnscttr!dpscng!lt,!sd!d!smd!tmpr!ncddnt!t!lbr!t!dlr!mgn!lq!t!nm!d!mnm!vnm,!qs!nstrd!xrcttn!llmc!lbrs!ns!t!lqp!x!!cmmd!","""#$%&'()*+,-/:",Hw!qckly!dft!
2491,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string then reverse the order of words in the string",86d641e9ce22402b467d0a0d582030ab,Th!qck!brwn!fx!jmps!vr!!lzy!dg,0123456789bcdfBCDF,"Lrm!psm!dlr!st!mt,!cnscttr!dpscng!lt,!sd!d!smd!tmpr!ncddnt!t!lbr!t!dlr!mgn!lq!t!nm!d!mnm!vnm,!qs!nstrd!xrcttn!llmc!lbrs!ns!t!lqp!x!!cmmd!cnsqt!Ds!t!rr!dlr!n!rprhndrt!n!vlptt!vlt!ss!cllm!dlr!!fgt!nll!prtr!xcptr!snt!ccct!cpdtt!nn!prdnt,!snt!n!clp!q!ffc!dsrnt!mllt!nm!d!st!lbrm","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",Hw!qckly!dft!jmpng!zbrs!vx
2492,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string then add the word apples after every word in the string",c8719f08760d4f7af964b72b2c6afb2d,Th!qck!brwn!fx!jmps!vr!!lzy!dg apples,0123456789bcdfBCDF apples,"Lrm!psm!dlr!st!mt,!cnscttr!dpscng!lt,!sd!d!smd!tmpr!ncddnt!t!lbr!t!dlr!mgn!lq!t!nm!d!mnm!vnm,!qs!nstrd!xrcttn!llmc!lbrs!ns!t!lqp!x!!cmmd!cnsqt!Ds!t!rr!dlr!n!rprhndrt!n!vlptt!vlt!ss!cllm!dlr!!fgt!nll!prtr!xcptr!snt!ccct!cpdtt!nn!prdnt,!snt!n!clp!q!ffc!dsrnt!mllt!nm!d!st!lbrm apples","""#$%&'()*+,-/:;<=>@[\]^_`{|}~ apples",Hw!qckly!dft!jmpng!zbrs!vx apples
2493,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string then make every other character in the string uppercase",9c606e1525c51d6cc4fc5f6086d1db07,Th!qCk!bRwN!Fx!jMpS!Vr!!LzY!Dg,0123456789BcDfBCDF,"LrM!PsM!DlR!St!mT,!cNsCtTr!dPsCnG!Lt,!Sd!d!sMd!tMpR!NcDdNt!t!lBr!t!dLr!mGn!lQ!T!Nm!d!mNm!vNm,!Qs!nStRd!xRcTtN!LlMc!lBrS!Ns!t!lQp!x!!CmMd!cNsQt!DS!T!Rr!dLr!n!rPrHnDrT!N!VlPtT!VlT!Ss!cLlM!DlR!!fGt!nLl!pRtR!XcPtR!SnT!CcCt!cPdTt!nN!PrDnT,!sNt!n!cLp!q!fFc!dSrNt!mLlT!Nm!d!sT!LbRm","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",Hw!qCkLy!dFt!jMpNg!zBrS!Vx
2494,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then remove every third character from the string",50ed42e68c3e45180078172edc5ae722,qc bwnfxjms r lz ,34679bdfC," pm lrstmt csctrdpcn l, d  sd mp nddt  lr  dr gnlqt m  mm nm q ntr xctn lm lrsnst qpx cmd nst s  r dr  rrhdr nvlttvl s clmdl  gtnl ptrxctrsn cctcpttnnprnt st  cp  fc srt ll n dstlb","%&()+,/:<=@[]^`{",qclydf jpn zrs
2495,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then drop the last half of the string, as computed by characters",5785f91de01e09b3757560fa86af75df, qck brwn fx ,2345678,"m psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq t nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd ","$%&'()*+,-/:", qckly dft 
2496,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then replace spaces with triple spaces",cf43af7413cb936c0bb824229c88e194,   qck   brwn   fx   jmps   vr      lzy   ,23456789bcdfBC,"m   psm   dlr   st   mt,   cnscttr   dpscng   lt,   sd   d   smd   tmpr   ncddnt   t   lbr   t   dlr   mgn   lq   t   nm   d   mnm   vnm,   qs   nstrd   xrcttn   llmc   lbrs   ns   t   lqp   x      cmmd   cnsqt   Ds   t   rr   dlr   n   rprhndrt   n   vlptt   vlt   ss   cllm   dlr      fgt   nll   prtr   xcptr   snt   ccct   cpdtt   nn   prdnt,   snt   n   clp   q   ffc   dsrnt   mllt   nm   d   st   lb","$%&'()*+,-/:;<=>@[\]^_`{|",   qckly   dft   jmpng   zbrs   
2497,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then reverse the order of words in the string",c9c909f8c025d6535c6133196021e403,lzy vr jmps fx brwn qck,23456789bcdfBC,"lb st d nm mllt dsrnt ffc q clp n snt prdnt, nn cpdtt ccct snt xcptr prtr nll fgt dlr cllm ss vlt vlptt n rprhndrt n dlr rr t Ds cnsqt cmmd x lqp t ns lbrs llmc xrcttn nstrd qs vnm, mnm d nm t lq mgn dlr t lbr t ncddnt tmpr smd d sd lt, dpscng cnscttr mt, st dlr psm m","$%&'()*+,-/:;<=>@[\]^_`{|",zbrs jmpng dft qckly
2498,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then drop the first half of the string, as computed by number of words",8aafd5f1d3204d7d2669873546b245a5,jmps vr lzy,23456789bcdfBC,"cmmd cnsqt Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr fgt nll prtr xcptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lb","$%&'()*+,-/:;<=>@[\]^_`{|",jmpng zbrs
2499,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then add the word apples after every word in the string",7e1a4d33dc006f8c56c2fdcb6e166a93,qck apples brwn apples fx apples jmps apples vr apples lzy apples,23456789bcdfBC apples,"m apples psm apples dlr apples st apples mt, apples cnscttr apples dpscng apples lt, apples sd apples d apples smd apples tmpr apples ncddnt apples t apples lbr apples t apples dlr apples mgn apples lq apples t apples nm apples d apples mnm apples vnm, apples qs apples nstrd apples xrcttn apples llmc apples lbrs apples ns apples t apples lqp apples x apples cmmd apples cnsqt apples Ds apples t apples rr apples dlr apples n apples rprhndrt apples n apples vlptt apples vlt apples ss apples cllm apples dlr apples fgt apples nll apples prtr apples xcptr apples snt apples ccct apples cpdtt apples nn apples prdnt, apples snt apples n apples clp apples q apples ffc apples dsrnt apples mllt apples nm apples d apples st apples lb apples","$%&'()*+,-/:;<=>@[\]^_`{| apples",qckly apples dft apples jmpng apples zbrs apples
2500,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then make every other character in the string uppercase",f6e325adfcb7f3250071e4b8ad6d0b7e, qCk bRwN Fx jMpS Vr  LzY ,23456789BcDfBC,"M PsM DlR St mT, cNsCtTr dPsCnG Lt, Sd d sMd tMpR NcDdNt t lBr t dLr mGn lQ T Nm d mNm vNm, Qs nStRd xRcTtN LlMc lBrS Ns t lQp x  CmMd cNsQt DS T Rr dLr n rPrHnDrT N VlPtT VlT Ss cLlM DlR  fGt nLl pRtR XcPtR SnT CcCt cPdTt nN PrDnT, sNt n cLp q fFc dSrNt mLlT Nm d sT Lb","$%&'()*+,-/:;<=>@[\]^_`{|", qCkLy dFt jMpNg zBrS 
2501,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then remove every third character from the string then remove the first and last two characters of the string",9f35ae7d01621899e4163092d4105325,ckbrn x mp v  zy,4578bcfB,"ps dr t t,cnctr psnglt s dsm tprncdn tlb tdl mn q  n dmn vm,qsnsrdxrtt lmclbs s  lp   mm csq D trrdl nrphnrtn lpt ltssclm lr ft llprr cpr ntcct pdt n rdt,sn ncl qff drn mltnmd t ","&')*,-:;=>[\^_{",cky ftjmngzbs
2502,"removes all vowels from the string then delete all excamation points, question marks, and periods from the string then remove every third character from the string then drop the last half of the string, as computed by characters",7e2f909fee6449efa154be9b4ad97efb,h ckbrn x ,124578,"rmps dr t t,cnctr psnglt s dsm tprncdn tlb tdl mn q  n dmn vm,qsnsrdxrtt lmclbs s  lp   mm ","#$&')*,-:",w cky ft
