id,description,md5,foxdog,hexdigits,lorem,punctuation,whitespace,zebra
395,remove every third character from the string then remove the first and last two characters of the string then replace spaces with triple spaces,8201bbc7e708d97b25342bd01c98a020,quckbrwnfo   jmp   oera   az   d,4578abdeAB,"m   psm   olr   itamt,coseteuradpicig   li,   eddoeismd   emoriniddut   t   abreetdoor   mgn   aiqa.Utenm   d   inm   enam   qisnotrd   xeciatonulamo   abri   nsiutalqup   x   a   omod   cnsqut.Dus   ut   iur   dlo   i   rprhedeitinvoupat   vli   esecilu   dloe   u   ugatnulapaiaur   Eceter   in   ocaca   cpiatt   onpridnt   sntincupaqu   ofiiadeerntmoli   aimides   lbo","%&()+,./;<>?[\^_{",,qucky   af   jmpngzera   v
396,remove every third character from the string then remove the first and last two characters of the string then reverse the order of words in the string,5587fb4cfccd25f89a2196a6e19637b8,d az oera jmp quckbrwnfo,4578abdeAB,"lbo aimides ofiiadeerntmoli sntincupaqu onpridnt cpiatt ocaca in Eceter ugatnulapaiaur u dloe esecilu vli rprhedeitinvoupat i dlo iur ut cnsqut.Dus omod a x nsiutalqup abri xeciatonulamo qisnotrd enam inm d aiqa.Utenm mgn abreetdoor t emoriniddut eddoeismd li, itamt,coseteuradpicig olr psm m","%&()+,./;<>?[\^_{",,v jmpngzera af qucky
397,"remove every third character from the string then remove the first and last two characters of the string then drop the first half of the string, as computed by number of words",be75936831b0ae3d6cc2347e34bfc6ba,oera az d,4578abdeAB,omod cnsqut.Dus ut iur dlo i rprhedeitinvoupat vli esecilu dloe u ugatnulapaiaur Eceter in ocaca cpiatt onpridnt sntincupaqu ofiiadeerntmoli aimides lbo,"%&()+,./;<>?[\^_{",,jmpngzera v
398,remove every third character from the string then remove the first and last two characters of the string then add the word apples after every word in the string,43080327e9c159b9ba603382980025a8,quckbrwnfo apples jmp apples oera apples az apples d apples,4578abdeAB apples,"m apples psm apples olr apples itamt,coseteuradpicig apples li, apples eddoeismd apples emoriniddut apples t apples abreetdoor apples mgn apples aiqa.Utenm apples d apples inm apples enam apples qisnotrd apples xeciatonulamo apples abri apples nsiutalqup apples x apples a apples omod apples cnsqut.Dus apples ut apples iur apples dlo apples i apples rprhedeitinvoupat apples vli apples esecilu apples dloe apples u apples ugatnulapaiaur apples Eceter apples in apples ocaca apples cpiatt apples onpridnt apples sntincupaqu apples ofiiadeerntmoli apples aimides apples lbo apples","%&()+,./;<>?[\^_{ apples",,qucky apples af apples jmpngzera apples v apples
399,remove every third character from the string then remove the first and last two characters of the string then make every other character in the string uppercase,550a4fc3ec789019506b8e99255c679b,QuCkBrWnFo jMp oErA Az d,4578AbDeAB,"M PsM OlR ItAmT,CoSeTeUrAdPiCiG Li, EdDoEiSmD EmOrInIdDuT T AbReEtDoOr mGn aIqA.UtEnM D InM EnAm qIsNoTrD XeCiAtOnUlAmO AbRi nSiUtAlQuP X A OmOd cNsQuT.DuS Ut iUr dLo i rPrHeDeItInVoUpAt vLi eSeCiLu dLoE U UgAtNuLaPaIaUr ECeTeR In oCaCa cPiAtT OnPrIdNt sNtInCuPaQu oFiIaDeErNtMoLi aImIdEs lBo","%&()+,./;<>?[\^_{",,QuCkY Af jMpNgZeRa v
400,"remove every third character from the string then remove the first and last two characters of the string then delete all excamation points, question marks, and periods from the string",bd363dd3d4d1b567314c143aa8dd75ee,quckbrwnfo jmp oera az d,4578abdeAB,"m psm olr itamt,coseteuradpicig li, eddoeismd emoriniddut t abreetdoor mgn aiqaUtenm d inm enam qisnotrd xeciatonulamo abri nsiutalqup x a omod cnsqutDus ut iur dlo i rprhedeitinvoupat vli esecilu dloe u ugatnulapaiaur Eceter in ocaca cpiatt onpridnt sntincupaqu ofiiadeerntmoli aimides lbo","%&()+,/;<>[\^_{",,qucky af jmpngzera v
401,remove every third character from the string then removes all vowels from the string then remove the first and last two characters of the string,8ae051e2bfa72320a3e5fcf8805ab56a,ckbrwnf jmp r z d,4578bd," psm lr tmt,cstrdpcg l, ddsmd mrnddt t brtdr mgn q.tnm d nm nm qsntrd xctnlm br nstlqp x  md cnsqt.Ds t r dl  rprhdtnvpt vl scl dl  gtnlpr ctr n cc cptt nprdnt sntncpq fdrntml mds l","%&()+,./;<>?[\^_{",,cky f jmpngzr v
402,"remove every third character from the string then removes all vowels from the string then drop the last half of the string, as computed by characters",77558c6a1709410f324545c4dee054f3,hqckbrwnf ,12457,"rm psm lr tmt,cstrdpcg l, ddsmd mrnddt t brtdr mgn q.tnm d nm nm qsntrd xctnlm br nstlqp x  ","""#%&()+,./","	
",wqcky f j
403,remove every third character from the string then removes all vowels from the string then replace spaces with triple spaces,ff7153c4ce77ccdad754820b32f0f66e,hqckbrwnf   jmp   r   z   dg!,124578bdBD,"rm   psm   lr   tmt,cstrdpcg   l,   ddsmd   mrnddt   t   brtdr   mgn   q.tnm   d   nm   nm   qsntrd   xctnlm   br   nstlqp   x      md   cnsqt.Ds   t   r   dl      rprhdtnvpt   vl   scl   dl      gtnlpr   ctr   n   cc   cptt   nprdnt   sntncpq   fdrntml   mds   lbm","""#%&()+,./;<>?[\^_{|~","	
",wqcky   f   jmpngzr   vx!
404,remove every third character from the string then removes all vowels from the string then reverse the order of words in the string,6615c5fa358b66244a12d04b1e739694,dg! z r jmp hqckbrwnf,124578bdBD,"lbm mds fdrntml sntncpq nprdnt cptt cc n ctr gtnlpr dl scl vl rprhdtnvpt dl r t cnsqt.Ds md x nstlqp br xctnlm qsntrd nm nm d q.tnm mgn brtdr t mrnddt ddsmd l, tmt,cstrdpcg lr psm rm","""#%&()+,./;<>?[\^_{|~",,vx! jmpngzr f wqcky
405,"remove every third character from the string then removes all vowels from the string then drop the first half of the string, as computed by number of words",8f4c6cc677be5f8d4f6c4f1ed8ca9081,r z dg!,124578bdBD,md cnsqt.Ds t r dl rprhdtnvpt vl scl dl gtnlpr ctr n cc cptt nprdnt sntncpq fdrntml mds lbm,"""#%&()+,./;<>?[\^_{|~",,jmpngzr vx!
406,remove every third character from the string then removes all vowels from the string then add the word apples after every word in the string,156b81d91b0e5404b201d67e9c7c48b8,hqckbrwnf apples jmp apples r apples z apples dg! apples,124578bdBD apples,"rm apples psm apples lr apples tmt,cstrdpcg apples l, apples ddsmd apples mrnddt apples t apples brtdr apples mgn apples q.tnm apples d apples nm apples nm apples qsntrd apples xctnlm apples br apples nstlqp apples x apples md apples cnsqt.Ds apples t apples r apples dl apples rprhdtnvpt apples vl apples scl apples dl apples gtnlpr apples ctr apples n apples cc apples cptt apples nprdnt apples sntncpq apples fdrntml apples mds apples lbm apples","""#%&()+,./;<>?[\^_{|~ apples",,wqcky apples f apples jmpngzr apples vx! apples
407,remove every third character from the string then removes all vowels from the string then make every other character in the string uppercase,f967428eab6d1a8f80e38192d7d71ac3,HqCkBrWnF JmP R Z Dg!,124578BdBD,"Rm pSm lR TmT,CsTrDpCg l, DdSmD MrNdDt t bRtDr mGn q.tNm d nM Nm qSnTrD XcTnLm bR NsTlQp x  Md cNsQt.DS T R Dl  RpRhDtNvPt vL ScL Dl  GtNlPr cTr n cC CpTt nPrDnT SnTnCpQ FdRnTmL MdS LbM","""#%&()+,./;<>?[\^_{|~","	
",WqCkY F JmPnGzR Vx!
408,"remove every third character from the string then removes all vowels from the string then delete all excamation points, question marks, and periods from the string",52a0bfa2288ccd728ab8864108ab426b,hqckbrwnf jmp r z dg,124578bdBD,"rm psm lr tmt,cstrdpcg l, ddsmd mrnddt t brtdr mgn qtnm d nm nm qsntrd xctnlm br nstlqp x  md cnsqtDs t r dl  rprhdtnvpt vl scl dl  gtnlpr ctr n cc cptt nprdnt sntncpq fdrntml mds lbm","""#%&()+,/;<>[\^_{|~","	
",wqcky f jmpngzr vx
409,"remove every third character from the string then drop the last half of the string, as computed by characters then remove all instances of the letter e from the string",d0902a25e270c1895f6c83a9a350cda7,hquckbrwnfo j,124578a,"orm psm olr itamt,costuradpicig li, ddoismd moriniddut t abrtdoor mgn aiqa.Utnm d inm nam qisnotrd xciatonulamo abri nsiutalqup x a omod c","""#%&()+,./","	
",owqucky af j
410,"remove every third character from the string then drop the last half of the string, as computed by characters then remove the first and last two characters of the string",8e88b46db53c9e621d34abd4f6ba0a89,quckbrwnfo,457,"m psm olr itamt,coseteuradpicig li, eddoeismd emoriniddut t abreetdoor mgn aiqa.Utenm d inm enam qisnotrd xeciatonulamo abri nsiutalqup x a omod","%&()+,",,qucky af
411,"remove every third character from the string then drop the last half of the string, as computed by characters then removes all vowels from the string",b8874710e8d722a198e98352b12c5c3f,hqckbrwnf j,124578,"rm psm lr tmt,cstrdpcg l, ddsmd mrnddt t brtdr mgn q.tnm d nm nm qsntrd xctnlm br nstlqp x  md c","""#%&()+,./","	
",wqcky f j
412,"remove every third character from the string then drop the last half of the string, as computed by characters then replace spaces with triple spaces",a451b07cd02cbcc7ef2824b56b709952,hequckbrwnfo   j,124578a,"orm   psm   olr   itamt,coseteuradpicig   li,   eddoeismd   emoriniddut   t   abreetdoor   mgn   aiqa.Utenm   d   inm   enam   qisnotrd   xeciatonulamo   abri   nsiutalqup   x   a   omod   c","""#%&()+,./","	
",owqucky   af   j
413,"remove every third character from the string then drop the last half of the string, as computed by characters then reverse the order of words in the string",4c8c5418111df94269b72134b0d4d9df,j hequckbrwnfo,124578a,"c omod a x nsiutalqup abri xeciatonulamo qisnotrd enam inm d aiqa.Utenm mgn abreetdoor t emoriniddut eddoeismd li, itamt,coseteuradpicig olr psm orm","""#%&()+,./",,j af owqucky
414,"remove every third character from the string then drop the last half of the string, as computed by characters then drop the first half of the string, as computed by number of words",74639fc1e210a9f398a4884ac7ac2d69,j,124578a,d inm enam qisnotrd xeciatonulamo abri nsiutalqup x a omod c,"""#%&()+,./",,af j
415,"remove every third character from the string then drop the last half of the string, as computed by characters then add the word apples after every word in the string",157f6753961c4334b1cebf8a5e446d5d,hequckbrwnfo apples j apples,124578a apples,"orm apples psm apples olr apples itamt,coseteuradpicig apples li, apples eddoeismd apples emoriniddut apples t apples abreetdoor apples mgn apples aiqa.Utenm apples d apples inm apples enam apples qisnotrd apples xeciatonulamo apples abri apples nsiutalqup apples x apples a apples omod apples c apples","""#%&()+,./ apples",,owqucky apples af apples j apples
416,"remove every third character from the string then drop the last half of the string, as computed by characters then make every other character in the string uppercase",0c626ef434daefc969d3baaa6aa502a1,HeQuCkBrWnFo j,124578A,"OrM PsM OlR ItAmT,CoSeTeUrAdPiCiG Li, EdDoEiSmD EmOrInIdDuT T AbReEtDoOr mGn aIqA.UtEnM D InM EnAm qIsNoTrD XeCiAtOnUlAmO AbRi nSiUtAlQuP X A OmOd c","""#%&()+,./","	
",OwQuCkY Af j
417,"remove every third character from the string then drop the last half of the string, as computed by characters then delete all excamation points, question marks, and periods from the string",efbd77df63334f4ac1535d1418dd03f5,hequckbrwnfo j,124578a,"orm psm olr itamt,coseteuradpicig li, eddoeismd emoriniddut t abreetdoor mgn aiqaUtenm d inm enam qisnotrd xeciatonulamo abri nsiutalqup x a omod c","""#%&()+,/","	
",owqucky af j
418,remove every third character from the string then replace spaces with triple spaces then replace all spaces with exclamation points in the string,a326e23f5fe8ca58a46b08f402cff48a,hequckbrwnfo!!!jmp!!!oera!!!az!!!dg!,124578abdeABDE,"orm!!!psm!!!olr!!!itamt,coseteuradpicig!!!li,!!!eddoeismd!!!emoriniddut!!!t!!!abreetdoor!!!mgn!!!aiqa.Utenm!!!d!!!inm!!!enam!!!qisnotrd!!!xeciatonulamo!!!abri!!!nsiutalqup!!!x!!!a!!!omod!!!cnsqut.Dus!!!ut!!!iur!!!dlo!!!i!!!rprhedeitinvoupat!!!vli!!!esecilu!!!dloe!!!u!!!ugatnulapaiaur!!!Eceter!!!in!!!ocaca!!!cpiatt!!!onpridnt!!!sntincupaqu!!!ofiiadeerntmoli!!!aimides!!!lboum","""#%&()+,./;<>?[\^_{|~","	
",owqucky!!!af!!!jmpngzera!!!vx!
419,"remove every third character from the string then replace spaces with triple spaces then drop the last half of the string, as computed by characters",4e5798480bf09e9e465a15ecd70d62e2,hequckbrwnfo   jmp,124578a,"orm   psm   olr   itamt,coseteuradpicig   li,   eddoeismd   emoriniddut   t   abreetdoor   mgn   aiqa.Utenm   d   inm   enam   qisnotrd   xeciatonulamo   abri   nsiutalqup   x   a   omod  ","""#%&()+,./","	
",owqucky   af   
420,remove every third character from the string then replace spaces with triple spaces then make every other character in the string uppercase,d80d3eeed1d7a8212ef2b496a471920e,HeQuCkBrWnFo   jMp   oErA   Az   dG!,124578AbDeABDE,"OrM   PsM   OlR   ItAmT,CoSeTeUrAdPiCiG   Li,   EdDoEiSmD   EmOrInIdDuT   T   AbReEtDoOr   mGn   aIqA.UtEnM   D   InM   EnAm   qIsNoTrD   XeCiAtOnUlAmO   AbRi   nSiUtAlQuP   X   A   OmOd   cNsQuT.DuS   Ut   iUr   dLo   i   rPrHeDeItInVoUpAt   vLi   eSeCiLu   dLoE   U   UgAtNuLaPaIaUr   ECeTeR   In   oCaCa   cPiAtT   OnPrIdNt   sNtInCuPaQu   oFiIaDeErNtMoLi   aImIdEs   lBoUm","""#%&()+,./;<>?[\^_{|~","	
",OwQuCkY   Af   jMpNgZeRa   vX!
421,"remove every third character from the string then replace spaces with triple spaces then delete all excamation points, question marks, and periods from the string",dde0e21a195eaa4cb68d7146afc79a8b,hequckbrwnfo   jmp   oera   az   dg,124578abdeABDE,"orm   psm   olr   itamt,coseteuradpicig   li,   eddoeismd   emoriniddut   t   abreetdoor   mgn   aiqaUtenm   d   inm   enam   qisnotrd   xeciatonulamo   abri   nsiutalqup   x   a   omod   cnsqutDus   ut   iur   dlo   i   rprhedeitinvoupat   vli   esecilu   dloe   u   ugatnulapaiaur   Eceter   in   ocaca   cpiatt   onpridnt   sntincupaqu   ofiiadeerntmoli   aimides   lboum","""#%&()+,/;<>[\^_{|~","	
",owqucky   af   jmpngzera   vx
422,remove every third character from the string then reverse the order of words in the string then replace all spaces with exclamation points in the string,998344b4a16d6ec4632b8e32ab06350a,dg!!az!oera!jmp!hequckbrwnfo,124578abdeABDE,"lboum!aimides!ofiiadeerntmoli!sntincupaqu!onpridnt!cpiatt!ocaca!in!Eceter!ugatnulapaiaur!u!dloe!esecilu!vli!rprhedeitinvoupat!i!dlo!iur!ut!cnsqut.Dus!omod!a!x!nsiutalqup!abri!xeciatonulamo!qisnotrd!enam!inm!d!aiqa.Utenm!mgn!abreetdoor!t!emoriniddut!eddoeismd!li,!itamt,coseteuradpicig!olr!psm!orm","""#%&()+,./;<>?[\^_{|~",,vx!!jmpngzera!af!owqucky
423,remove every third character from the string then reverse the order of words in the string then remove the first and last two characters of the string,60fc3d86c1091b578601824526e94751,! az oera jmp hequckbrwn,4578abdeAB,"oum aimides ofiiadeerntmoli sntincupaqu onpridnt cpiatt ocaca in Eceter ugatnulapaiaur u dloe esecilu vli rprhedeitinvoupat i dlo iur ut cnsqut.Dus omod a x nsiutalqup abri xeciatonulamo qisnotrd enam inm d aiqa.Utenm mgn abreetdoor t emoriniddut eddoeismd li, itamt,coseteuradpicig olr psm o","%&()+,./;<>?[\^_{",,! jmpngzera af owquc
424,remove every third character from the string then reverse the order of words in the string then removes all vowels from the string,045901844039aed48a82479b05045947,dg! z r jmp hqckbrwnf,124578bdBD,"lbm mds fdrntml sntncpq nprdnt cptt cc n ctr gtnlpr  dl scl vl rprhdtnvpt  dl r t cnsqt.Ds md  x nstlqp br xctnlm qsntrd nm nm d q.tnm mgn brtdr t mrnddt ddsmd l, tmt,cstrdpcg lr psm rm","""#%&()+,./;<>?[\^_{|~",,vx! jmpngzr f wqcky
425,"remove every third character from the string then reverse the order of words in the string then drop the last half of the string, as computed by characters",42b91b5217f6f79014ee37853e82f119,dg! az oera jm,124578a,lboum aimides ofiiadeerntmoli sntincupaqu onpridnt cpiatt ocaca in Eceter ugatnulapaiaur u dloe esecilu vli rprhedeitinvoupat i dlo iur ut cnsqut.Du,"""#%&()+,./",,vx! jmpngzer
426,remove every third character from the string then reverse the order of words in the string then replace spaces with triple spaces,c45a100c23702a6c1cfb0efab01eded8,dg!   az   oera   jmp   hequckbrwnfo,124578abdeABDE,"lboum   aimides   ofiiadeerntmoli   sntincupaqu   onpridnt   cpiatt   ocaca   in   Eceter   ugatnulapaiaur   u   dloe   esecilu   vli   rprhedeitinvoupat   i   dlo   iur   ut   cnsqut.Dus   omod   a   x   nsiutalqup   abri   xeciatonulamo   qisnotrd   enam   inm   d   aiqa.Utenm   mgn   abreetdoor   t   emoriniddut   eddoeismd   li,   itamt,coseteuradpicig   olr   psm   orm","""#%&()+,./;<>?[\^_{|~",,vx!   jmpngzera   af   owqucky
427,"remove every third character from the string then reverse the order of words in the string then drop the first half of the string, as computed by number of words",8f5966fd9872c43fc92559964e60d594,oera jmp hequckbrwnfo,124578abdeABDE,"omod a x nsiutalqup abri xeciatonulamo qisnotrd enam inm d aiqa.Utenm mgn abreetdoor t emoriniddut eddoeismd li, itamt,coseteuradpicig olr psm orm","""#%&()+,./;<>?[\^_{|~",,af owqucky
428,remove every third character from the string then reverse the order of words in the string then add the word apples after every word in the string,5e6fdbf1b8cab30a6f9976976726fcfa,dg! apples az apples oera apples jmp apples hequckbrwnfo apples,124578abdeABDE apples,"lboum apples aimides apples ofiiadeerntmoli apples sntincupaqu apples onpridnt apples cpiatt apples ocaca apples in apples Eceter apples ugatnulapaiaur apples u apples dloe apples esecilu apples vli apples rprhedeitinvoupat apples i apples dlo apples iur apples ut apples cnsqut.Dus apples omod apples a apples x apples nsiutalqup apples abri apples xeciatonulamo apples qisnotrd apples enam apples inm apples d apples aiqa.Utenm apples mgn apples abreetdoor apples t apples emoriniddut apples eddoeismd apples li, apples itamt,coseteuradpicig apples olr apples psm apples orm apples","""#%&()+,./;<>?[\^_{|~ apples",,vx! apples jmpngzera apples af apples owqucky apples
429,remove every third character from the string then reverse the order of words in the string then make every other character in the string uppercase,4e6d2784df11a62275973b8933ad2a8a,Dg! Az oErA JmP HeQuCkBrWnFo,124578AbDeABDE,"LbOuM AiMiDeS OfIiAdEeRnTmOlI SnTiNcUpAqU OnPrIdNt cPiAtT OcAcA In ECeTeR UgAtNuLaPaIaUr u dLoE EsEcIlU VlI RpRhEdEiTiNvOuPaT I DlO IuR Ut cNsQuT.DuS OmOd a x nSiUtAlQuP AbRi xEcIaToNuLaMo qIsNoTrD EnAm iNm d aIqA.UtEnM MgN AbReEtDoOr t eMoRiNiDdUt eDdOeIsMd lI, iTaMt,cOsEtEuRaDpIcIg oLr pSm oRm","""#%&()+,./;<>?[\^_{|~",,Vx! JmPnGzErA Af oWqUcKy
